SKU,Parent Product SKU,Product Name,Category,Price Type,Unit,Price,Cost,Supplier Price,Product Tags,Inventory Type,Track Stock Levels,Barcode,Variant Name 1,Variant Value 1,Variant Name 2,Variant Value 2,Variant Name 3,Variant Value 3,Thongthan_Quantity,Warning Stock Level,Ideal Stock Level,Supplier,Tax Name,Store Credits,Kitchen Printer
#Required (Must be unique),,Required,Optional,Required (Fixed/Variable/Unit),Required if the price type is Unit. Leave this field empty if the price Type is either Fixed or Variable.,Optional; 0 by default,Optional,Optional(this field can only be modified if 'Fix Supplier Price' is selected for at least one store in Account Settings),Optional; use semicolon ( ; ) to separate multiple tags,Optional(Simple/Composite/Serialized; Simple by default if tracking inventory),Required (0/1),Optional; Must be unique if specified; use semicolon ( ; ) to separate multiple barcodes,,,,,,,Optional; 0 by default if tracking inventory,Optional,Optional,Optional; use semicolon ( ; ) to separate multiple suppliers,Optional,Optional,Optional
134813_2_S,,134813_2_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_2_S,,,,,,,32,,,,,,
134813_2_M,,134813_2_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_2_M,,,,,,,41,,,,,,
134813_2_L,,134813_2_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_2_L,,,,,,,0,,,,,,
134813_2_XL,,134813_2_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_2_XL,,,,,,,3,,,,,,
134813_2_2XL,,134813_2_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_2_2XL,,,,,,,22,,,,,,
134813_2_3XL,,134813_2_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_2_3XL,,,,,,,9,,,,,,
134813_3_SS,,134813_3_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_3_SS,,,,,,,0,,,,,,
134813_3_S,,134813_3_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_3_S,,,,,,,20,,,,,,
134813_3_M,,134813_3_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_3_M,,,,,,,41,,,,,,
134813_3_L,,134813_3_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_3_L,,,,,,,20,,,,,,
134813_3_XL,,134813_3_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_3_XL,,,,,,,21,,,,,,
134813_3_2XL,,134813_3_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_3_2XL,,,,,,,16,,,,,,
134813_3_3XL,,134813_3_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_3_3XL,,,,,,,6,,,,,,
134813_4_SS,,134813_4_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_4_SS,,,,,,,0,,,,,,
134813_4_S,,134813_4_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_4_S,,,,,,,38,,,,,,
134813_4_M,,134813_4_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_4_M,,,,,,,64,,,,,,
134813_4_L,,134813_4_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_4_L,,,,,,,41,,,,,,
134813_4_XL,,134813_4_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_4_XL,,,,,,,34,,,,,,
134813_4_2XL,,134813_4_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_4_2XL,,,,,,,27,,,,,,
134813_4_3XL,,134813_4_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_4_3XL,,,,,,,10,,,,,,
134813_5_SS,,134813_5_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_5_SS,,,,,,,0,,,,,,
134813_5_S,,134813_5_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_5_S,,,,,,,0,,,,,,
134813_5_M,,134813_5_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_5_M,,,,,,,21,,,,,,
134813_5_L,,134813_5_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_5_L,,,,,,,5,,,,,,
134813_5_XL,,134813_5_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_5_XL,,,,,,,1,,,,,,
134813_5_2XL,,134813_5_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_5_2XL,,,,,,,0,,,,,,
134813_5_3XL,,134813_5_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_5_3XL,,,,,,,0,,,,,,
134813_8_SS,,134813_8_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_8_SS,,,,,,,0,,,,,,
134813_8_S,,134813_8_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_8_S,,,,,,,17,,,,,,
134813_8_M,,134813_8_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_8_M,,,,,,,5,,,,,,
134813_8_L,,134813_8_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_8_L,,,,,,,16,,,,,,
134813_8_XL,,134813_8_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_8_XL,,,,,,,18,,,,,,
134813_8_2XL,,134813_8_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_8_2XL,,,,,,,0,,,,,,
134813_8_3XL,,134813_8_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_8_3XL,,,,,,,0,,,,,,
134813_9_SS,,134813_9_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_9_SS,,,,,,,0,,,,,,
134813_9_S,,134813_9_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_9_S,,,,,,,15,,,,,,
134813_9_M,,134813_9_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_9_M,,,,,,,20,,,,,,
134813_9_L,,134813_9_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_9_L,,,,,,,24,,,,,,
134813_9_XL,,134813_9_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_9_XL,,,,,,,13,,,,,,
134813_9_2XL,,134813_9_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_9_2XL,,,,,,,4,,,,,,
134813_9_3XL,,134813_9_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_9_3XL,,,,,,,4,,,,,,
134813_10_SS,,134813_10_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_10_SS,,,,,,,0,,,,,,
134813_10_S,,134813_10_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_10_S,,,,,,,49,,,,,,
134813_10_M,,134813_10_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_10_M,,,,,,,68,,,,,,
134813_10_L,,134813_10_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_10_L,,,,,,,56,,,,,,
134813_10_XL,,134813_10_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_10_XL,,,,,,,34,,,,,,
134813_10_2XL,,134813_10_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_10_2XL,,,,,,,23,,,,,,
134813_10_3XL,,134813_10_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_10_3XL,,,,,,,12,,,,,,
134813_11_SS,,134813_11_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_11_SS,,,,,,,0,,,,,,
134813_11_S,,134813_11_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_11_S,,,,,,,19,,,,,,
134813_11_M,,134813_11_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_11_M,,,,,,,20,,,,,,
134813_11_L,,134813_11_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_11_L,,,,,,,25,,,,,,
134813_11_XL,,134813_11_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_11_XL,,,,,,,15,,,,,,
134813_11_2XL,,134813_11_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_11_2XL,,,,,,,13,,,,,,
134813_11_3XL,,134813_11_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_11_3XL,,,,,,,8,,,,,,
134813_12_SS,,134813_12_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_12_SS,,,,,,,0,,,,,,
134813_12_S,,134813_12_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_12_S,,,,,,,6,,,,,,
134813_12_M,,134813_12_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_12_M,,,,,,,31,,,,,,
134813_12_L,,134813_12_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_12_L,,,,,,,14,,,,,,
134813_12_XL,,134813_12_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_12_XL,,,,,,,15,,,,,,
134813_12_2XL,,134813_12_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_12_2XL,,,,,,,15,,,,,,
134813_12_3XL,,134813_12_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_12_3XL,,,,,,,6,,,,,,
134813_23_SS,,134813_23_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_23_SS,,,,,,,0,,,,,,
134813_23_S,,134813_23_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_23_S,,,,,,,12,,,,,,
134813_23_M,,134813_23_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_23_M,,,,,,,80,,,,,,
134813_23_L,,134813_23_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_23_L,,,,,,,51,,,,,,
134813_23_XL,,134813_23_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_23_XL,,,,,,,21,,,,,,
134813_23_2XL,,134813_23_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_23_2XL,,,,,,,21,,,,,,
134813_23_3XL,,134813_23_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_23_3XL,,,,,,,24,,,,,,
134813_25_SS,,134813_25_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_25_SS,,,,,,,0,,,,,,
134813_25_S,,134813_25_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_25_S,,,,,,,23,,,,,,
134813_25_M,,134813_25_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_25_M,,,,,,,3,,,,,,
134813_25_L,,134813_25_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_25_L,,,,,,,0,,,,,,
134813_25_XL,,134813_25_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_25_XL,,,,,,,21,,,,,,
134813_25_2XL,,134813_25_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_25_2XL,,,,,,,7,,,,,,
134813_25_3XL,,134813_25_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_25_3XL,,,,,,,6,,,,,,
134813_32_SS,,134813_32_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_32_SS,,,,,,,0,,,,,,
134813_32_S,,134813_32_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_32_S,,,,,,,0,,,,,,
134813_32_M,,134813_32_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_32_M,,,,,,,0,,,,,,
134813_32_L,,134813_32_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_32_L,,,,,,,13,,,,,,
134813_32_XL,,134813_32_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_32_XL,,,,,,,37,,,,,,
134813_32_2XL,,134813_32_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,134813_32_2XL,,,,,,,43,,,,,,
134813_32_3XL,,134813_32_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,134813_32_3XL,,,,,,,7,,,,,,
1349112_0_SS,,1349112_0_SS เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,1349112_0_SS,,,,,,,0,,,,,,
1349112_0_S,,1349112_0_S เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,1349112_0_S,,,,,,,0,,,,,,
1349112_0_M,,1349112_0_M เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,1349112_0_M,,,,,,,54,,,,,,
1349112_0_L,,1349112_0_L เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,1349112_0_L,,,,,,,65,,,,,,
1349112_0_XL,,1349112_0_XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,1349112_0_XL,,,,,,,43,,,,,,
1349112_0_2XL,,1349112_0_2XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,399.0,399.0,,,,1,1349112_0_2XL,,,,,,,21,,,,,,
1349112_0_3XL,,1349112_0_3XL เชิ้ตผู้หญิงผ้าพื้นแขนยาว,Shirts,Fixed,,450.0,450.0,,,,1,1349112_0_3XL,,,,,,,2,,,,,,
231187_2_SS,,231187_2_SS เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_2_SS,,,,,,,0,,,,,,
231187_2_S,,231187_2_S เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_2_S,,,,,,,0,,,,,,
231187_2_M,,231187_2_M เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_2_M,,,,,,,13,,,,,,
231187_2_L,,231187_2_L เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_2_L,,,,,,,13,,,,,,
231187_2_XL,,231187_2_XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_2_XL,,,,,,,14,,,,,,
231187_2_2XL,,231187_2_2XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_2_2XL,,,,,,,0,,,,,,
231187_2_3XL,,231187_2_3XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,450.0,450.0,,,,1,231187_2_3XL,,,,,,,0,,,,,,
231187_4_SS,,231187_4_SS เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_4_SS,,,,,,,0,,,,,,
231187_4_S,,231187_4_S เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_4_S,,,,,,,3,,,,,,
231187_4_M,,231187_4_M เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_4_M,,,,,,,10,,,,,,
231187_4_L,,231187_4_L เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_4_L,,,,,,,10,,,,,,
231187_4_XL,,231187_4_XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_4_XL,,,,,,,11,,,,,,
231187_4_2XL,,231187_4_2XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_4_2XL,,,,,,,3,,,,,,
231187_4_3XL,,231187_4_3XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,485.0,485.0,,,,1,231187_4_3XL,,,,,,,2,,,,,,
231187_5_SS,,231187_5_SS เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_5_SS,,,,,,,0,,,,,,
231187_5_S,,231187_5_S เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_5_S,,,,,,,7,,,,,,
231187_5_M,,231187_5_M เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_5_M,,,,,,,20,,,,,,
231187_5_L,,231187_5_L เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_5_L,,,,,,,19,,,,,,
231187_5_XL,,231187_5_XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_5_XL,,,,,,,17,,,,,,
231187_5_2XL,,231187_5_2XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_5_2XL,,,,,,,10,,,,,,
231187_5_3XL,,231187_5_3XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,485.0,485.0,,,,1,231187_5_3XL,,,,,,,6,,,,,,
231187_8_SS,,231187_8_SS เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_8_SS,,,,,,,0,,,,,,
231187_8_S,,231187_8_S เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_8_S,,,,,,,0,,,,,,
231187_8_M,,231187_8_M เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_8_M,,,,,,,10,,,,,,
231187_8_L,,231187_8_L เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_8_L,,,,,,,8,,,,,,
231187_8_XL,,231187_8_XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_8_XL,,,,,,,3,,,,,,
231187_8_2XL,,231187_8_2XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,435.0,435.0,,,,1,231187_8_2XL,,,,,,,2,,,,,,
231187_8_3XL,,231187_8_3XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,485.0,485.0,,,,1,231187_8_3XL,,,,,,,0,,,,,,
231188_4_SS,,231188_4_SS เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_4_SS,,,,,,,0,,,,,,
231188_4_S,,231188_4_S เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_4_S,,,,,,,5,,,,,,
231188_4_M,,231188_4_M เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_4_M,,,,,,,11,,,,,,
231188_4_L,,231188_4_L เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_4_L,,,,,,,10,,,,,,
231188_4_XL,,231188_4_XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_4_XL,,,,,,,12,,,,,,
231188_4_2XL,,231188_4_2XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_4_2XL,,,,,,,8,,,,,,
231188_4_3XL,,231188_4_3XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,495.0,495.0,,,,1,231188_4_3XL,,,,,,,4,,,,,,
231188_10_SS,,231188_10_SS เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_10_SS,,,,,,,0,,,,,,
231188_10_S,,231188_10_S เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_10_S,,,,,,,7,,,,,,
231188_10_M,,231188_10_M เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_10_M,,,,,,,21,,,,,,
231188_10_L,,231188_10_L เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_10_L,,,,,,,22,,,,,,
231188_10_XL,,231188_10_XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_10_XL,,,,,,,20,,,,,,
231188_10_2XL,,231188_10_2XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,465.0,465.0,,,,1,231188_10_2XL,,,,,,,11,,,,,,
231188_10_3XL,,231188_10_3XL เชิ้ตผู้หญิงลายริ้วแขนสั้น,Shirts,Fixed,,495.0,495.0,,,,1,231188_10_3XL,,,,,,,1,,,,,,
234139_23_SS,,234139_23_SS เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,365.0,365.0,,,,1,234139_23_SS,,,,,,,0,,,,,,
234139_23_S,,234139_23_S เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,365.0,365.0,,,,1,234139_23_S,,,,,,,0,,,,,,
234139_23_M,,234139_23_M เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,365.0,365.0,,,,1,234139_23_M,,,,,,,0,,,,,,
234139_23_L,,234139_23_L เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,365.0,365.0,,,,1,234139_23_L,,,,,,,12,,,,,,
234139_23_XL,,234139_23_XL เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,365.0,365.0,,,,1,234139_23_XL,,,,,,,7,,,,,,
234139_23_2XL,,234139_23_2XL เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,365.0,365.0,,,,1,234139_23_2XL,,,,,,,9,,,,,,
234139_23_3XL,,234139_23_3XL เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,399.0,399.0,,,,1,234139_23_3XL,,,,,,,1,,,,,,
234706_0_SS,,234706_0_SS เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,399.0,399.0,,,,1,234706_0_SS,,,,,,,0,,,,,,
234706_0_S,,234706_0_S เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,399.0,399.0,,,,1,234706_0_S,,,,,,,0,,,,,,
234706_0_M,,234706_0_M เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,399.0,399.0,,,,1,234706_0_M,,,,,,,20,,,,,,
234706_0_L,,234706_0_L เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,399.0,399.0,,,,1,234706_0_L,,,,,,,0,,,,,,
234706_0_XL,,234706_0_XL เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,399.0,399.0,,,,1,234706_0_XL,,,,,,,3,,,,,,
234706_0_2XL,,234706_0_2XL เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,399.0,399.0,,,,1,234706_0_2XL,,,,,,,0,,,,,,
234706_0_3XL,,234706_0_3XL เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,399.0,399.0,,,,1,234706_0_3XL,,,,,,,0,,,,,,
234813_0_SS,,234813_0_SS เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,365.0,365.0,,,,1,234813_0_SS,,,,,,,0,,,,,,
234813_0_S,,234813_0_S เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,365.0,365.0,,,,1,234813_0_S,,,,,,,15,,,,,,
234813_0_M,,234813_0_M เชิ้ตผู้หญิงผ้าพื้นแขนสั้น,Shirts,Fixed,,365.0,365.0,,,,1,234813_0_M,,,,,,,29,,,,,,
